County_State,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,null_pct,uninsured_pct,socio_wgt,hh_wgt,minority_wgt,housing_wgt,overall_wgt,FIPS,Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_030121,Booster_Doses_Vax_Pct_030121,Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_090121,Booster_Doses_Vax_Pct_090121,Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_030122,Booster_Doses_Vax_Pct_030122,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,state,candidate_won,pct_trump,pct_biden,hesitant_x_nzip,somewhat_hesitant_x_nzip,highly_hesitant_x_nzip,Census2019_Pct_65Plus
aitkin_mn,0.198,0.056,0.141,0.0,0.0426297840090943,0.5213555829228242,0.6555393772893774,0.105058936465833,0.534530516609827,0.4700997221169635,27001,24.3,12.5,0.0,55.3,51.1,0.0,62.8,58.4,62.0,2.0,0.0,15886.0,5373.0,7895.0,MN,1.0,0.624,0.376,2.3760000000000003,0.672,1.6919999999999997,0.3382223341306811
alachua_fl,0.201,0.052,0.15,0.0,0.0909830209615881,0.5046844319546415,0.3375658082143888,0.4889764125131104,0.5608679917764908,0.4572076109261708,12001,19.0,13.8,0.0,63.2,55.0,0.0,75.0,65.6,43.6,2.0,1.0,269043.0,39272.0,181482.0,FL,0.0,0.371,0.629,4.422000000000001,1.144,3.3,0.14596923168415457
alamance_nc,0.182,0.042,0.14,0.0,0.1181247508967716,0.5805004664457951,0.6278012891092069,0.5287973009665206,0.591574710417497,0.6022112812624552,37001,15.7,8.6,0.0,53.8,45.9,0.0,79.6,57.7,22.6,4.0,1.0,169509.0,29035.0,103110.0,NC,1.0,0.535,0.465,2.184,0.504,1.6800000000000002,0.17128884012058357
alameda_ca,0.047,0.013,0.034,0.0,0.0510500699641053,0.3676572901989414,0.2555464739916043,0.8015676097219687,0.6009420513475695,0.4867090278031271,06001,18.3,7.1,0.0,75.6,67.2,0.0,89.7,81.1,59.0,2.0,1.0,1671329.0,238763.0,1092467.0,CA,0.0,0.198,0.802,2.491,0.689,1.802,0.1428581685592723
alamosa_co,0.155,0.035,0.121,0.0,0.1360374604719046,0.7463862442228169,0.5486068474823643,0.7363286061785453,0.824201605448796,0.8221088178058866,08003,0.4,0.1,0.0,50.5,45.7,0.0,62.3,55.8,47.1,4.0,0.0,16233.0,2254.0,10054.0,CO,1.0,0.488,0.512,0.775,0.17500000000000002,0.605,0.13885295385942217
albany_ny,0.14,0.032,0.108,0.0,0.039050047816385,0.3406586843663191,0.3273547240636771,0.4545293325873543,0.4809429843279358,0.3588311648982194,36001,16.2,9.5,0.0,67.6,63.4,0.0,81.7,73.8,56.5,2.0,1.0,305506.0,53272.0,196469.0,NY,0.0,0.352,0.648,6.300000000000001,1.44,4.86,0.1743730074041099
albany_wy,0.249,0.044,0.205,0.0,0.0738543908456249,0.4450231982573093,0.1154077712456039,0.3058017925568211,0.5975273555193954,0.321735502073382,56001,12.4,5.0,0.0,50.6,44.9,0.0,62.0,55.7,47.1,1.0,0.0,38880.0,4752.0,27875.0,WY,0.0,0.512,0.488,3.237,0.572,2.665,0.12222222222222222
albemarle_va,0.067,0.02,0.047,0.0,0.0721357717079591,0.2989290621033332,0.3396015946593954,0.4352038174039772,0.4684310544873302,0.3362632269286822,51003,7.3,4.1,0.0,25.8,22.6,0.0,73.9,64.3,27.3,1.0,1.0,109330.0,21155.0,66622.0,VA,0.0,0.343,0.657,1.608,0.48,1.1280000000000001,0.19349675294978505
alcona_mi,0.23,0.05,0.18,0.0,0.0574102663064453,0.6809178598996526,0.6155243245851023,0.0891155441914318,0.4971115688923196,0.5047706773446546,26001,21.9,8.0,0.0,50.5,49.4,0.0,59.5,57.9,55.6,2.0,0.0,10405.0,3761.0,5331.0,MI,1.0,0.686,0.314,2.99,0.65,2.34,0.36146083613647284
alcorn_ms,0.389,0.137,0.252,0.0,0.150887573964497,0.7494431226465842,0.801017533620226,0.2766074206562668,0.500451629908553,0.6406539564281872,28003,12.5,7.7,0.0,35.6,29.7,0.0,44.5,38.3,38.9,3.0,0.0,36953.0,6965.0,21679.0,MS,1.0,0.811,0.189,1.945,0.685,1.26,0.18848266717181283
aleutians east borough_ak,0.14,0.048,0.092,0.0,0.4551824817518248,0.4808,0.0991,0.9241,0.9573,0.7048,02013,17.5,12.7,0.0,73.5,66.7,0.0,84.3,74.4,31.9,3.0,0.0,3337.0,351.0,2733.0,AK,1.0,0.528,0.428,0.7000000000000001,0.24,0.45999999999999996,0.1051842972729997
aleutians west census area_ak,0.088,0.041,0.047,0.0,0.1817391304347826,0.2725768173913043,0.1095072695652173,0.8579010782608696,0.9699543304347826,0.6064117739130435,02016,16.4,7.6,0.0,63.8,52.4,0.0,73.0,62.3,30.0,2.0,0.0,5634.0,419.0,4574.0,AK,1.0,0.528,0.428,0.616,0.28700000000000003,0.329,0.07436989705360313
alexander_il,0.212,0.059,0.153,0.0,0.0672075933864053,0.8010137170851194,0.8492645744029393,0.270916595223515,0.615435104102878,0.7420949173300674,17003,9.5,3.8,0.0,30.3,23.1,0.0,38.8,32.2,38.7,4.0,1.0,5761.0,1332.0,3149.0,IL,1.0,0.568,0.432,1.696,0.472,1.224,0.23120985939940983
alexander_nc,0.268,0.085,0.183,0.0,0.1042323338452005,0.6901307201163824,0.6371917912659285,0.3014408496996147,0.4978885476440636,0.5773833885611143,37003,14.2,8.8,0.0,41.4,36.1,0.0,56.9,45.2,34.6,3.0,1.0,37497.0,7667.0,22373.0,NC,1.0,0.785,0.215,2.144,0.68,1.464,0.20446969090860603
alexandria city_va,0.04,0.016,0.024,0.0,0.1213507555669148,0.2495101083032491,0.1356575099837066,0.6579852285869461,0.546816094054503,0.3307075205265007,51510,6.9,3.7,0.0,32.1,28.6,0.0,77.3,62.5,29.3,1.0,1.0,159428.0,19395.0,111341.0,VA,0.0,0.197,0.803,0.32,0.128,0.192,0.12165366184108187
alfalfa_ok,0.345,0.083,0.262,0.0,0.0882704456206248,0.4275957657503841,0.670040703431791,0.3722505378179955,0.5723205224517671,0.508250367082124,40003,14.2,10.2,0.0,42.6,38.5,0.0,50.4,44.8,47.3,2.0,0.0,5702.0,1155.0,3442.0,OK,1.0,0.874,0.126,3.4499999999999997,0.8300000000000001,2.62,0.20256050508593476
alger_mi,0.178,0.034,0.145,0.0,0.0644985860343702,0.5901218620839679,0.4922867739830324,0.261016336741353,0.7201381988253208,0.5679495975636284,26003,29.0,15.9,0.0,58.9,55.0,0.0,66.3,61.8,55.7,2.0,0.0,9108.0,2393.0,5353.0,MI,1.0,0.588,0.412,2.492,0.47600000000000003,2.03,0.26273605621431706
allamakee_ia,0.231,0.049,0.182,0.0,0.0735590778097982,0.3959862752161383,0.4459485518731989,0.224670144092219,0.720326181556196,0.4458654466858789,19005,19.7,5.7,0.0,48.8,45.0,0.0,58.9,52.7,51.2,2.0,0.0,13687.0,3212.0,7264.0,IA,1.0,0.638,0.362,2.31,0.49,1.8199999999999998,0.23467523927814715
allegan_mi,0.203,0.043,0.161,0.0,0.0452494577006507,0.384792464208243,0.4443537752711496,0.2065816355748373,0.5214783722342733,0.3737216173535791,26005,12.5,6.3,0.0,43.2,42.8,0.0,52.5,51.7,54.4,1.0,0.0,118081.0,20099.0,69884.0,MI,1.0,0.617,0.383,5.075,1.075,4.025,0.17021366688967743
allegany_md,0.252,0.047,0.205,0.0,0.0440418467010294,0.6221371993831363,0.6068915097878489,0.1850646706586826,0.5840896939300054,0.5433356488878391,24001,15.2,11.0,0.0,50.2,45.3,0.0,61.8,55.2,49.1,3.0,1.0,70416.0,14471.0,43790.0,MD,1.0,0.682,0.318,3.7800000000000002,0.705,3.0749999999999997,0.20550727107475575
allegany_ny,0.203,0.061,0.142,0.0769230769230769,0.0685409267805116,0.6206043383025328,0.669298549645918,0.1539521213023414,0.6632752823086575,0.5707546285860111,36003,8.9,4.0,0.0,37.9,35.6,0.0,47.4,43.7,49.6,3.0,0.0,46091.0,9055.0,27762.0,NY,1.0,0.682,0.318,7.105,2.135,4.97,0.1964591785815018
alleghany_nc,0.124,0.044,0.08,0.0,0.1103617971384307,0.7883305477080106,0.7608493939670099,0.3578935842522555,0.5407369361159209,0.7020718490841155,37005,22.1,13.8,0.0,57.3,46.3,0.0,80.2,58.5,27.9,3.0,0.0,11137.0,3116.0,6133.0,NC,1.0,0.745,0.255,0.868,0.308,0.56,0.2797880937415821
alleghany_va,0.202,0.047,0.155,0.0,0.0690828208818526,0.6002796480439618,0.6828854114876357,0.1078835404945701,0.5858509682062017,0.5197496009420385,51005,1.5,0.5,0.0,5.3,3.8,0.0,47.7,39.4,6.2,2.0,0.0,14860.0,3785.0,8361.0,VA,1.0,0.714,0.286,1.4140000000000001,0.329,1.085,0.2547106325706595
allegheny_pa,0.145,0.046,0.098,0.0298507462686567,0.0428418984991894,0.3379892884223187,0.4258562678940281,0.2954807550953041,0.4052069365914083,0.3206353652996391,42003,15.8,6.6,0.0,70.1,56.3,0.0,80.1,68.8,47.4,2.0,1.0,1216045.0,235279.0,754193.0,PA,0.0,0.406,0.594,16.529999999999998,5.244,11.172,0.19347885974614426
allen parish_la,0.51,0.133,0.377,0.0,0.0882662405985737,0.7782877401504228,0.6459246560929036,0.3718653248119714,0.7502595573048595,0.7392626281127002,22003,8.9,3.9,0.0,32.7,27.2,0.0,40.1,35.6,37.8,4.0,0.0,25627.0,3906.0,15987.0,LA,1.0,0.772,0.228,6.12,1.596,4.524,0.15241737230264954
allen_in,0.242,0.05,0.192,0.0104166666666666,0.0933353873929389,0.465050931489004,0.5593080489406728,0.3965157473398576,0.3532984999959459,0.4213118821942762,18003,13.7,8.8,0.0,48.6,44.9,0.0,57.6,51.7,43.6,3.0,1.0,379299.0,56584.0,225761.0,IN,1.0,0.545,0.455,7.744,1.6,6.144,0.1491804618519954
allen_ks,0.36,0.13,0.23,0.0,0.0570071258907363,0.541085740300871,0.8052194061757719,0.0815825732383214,0.6141317498020585,0.5276116547901821,20001,13.7,3.9,0.0,41.2,36.3,0.0,51.9,45.7,48.2,2.0,0.0,12369.0,2594.0,7034.0,KS,1.0,0.711,0.289,3.5999999999999996,1.3,2.3000000000000003,0.20971784299458324
allen_ky,0.292,0.146,0.146,0.0,0.0760315475617966,0.7178502115994999,0.839524915841108,0.1377952245840146,0.5118007790708858,0.6188377993652016,21003,10.0,5.5,0.0,36.6,32.9,0.0,43.9,39.2,40.5,3.0,1.0,21315.0,3851.0,12561.0,KY,1.0,0.81,0.19,1.7519999999999998,0.8759999999999999,0.8759999999999999,0.1806708890452733
allen_oh,0.361,0.083,0.278,0.0,0.065678006985585,0.5046047490399644,0.685014980413346,0.2097276249011018,0.4684469066594623,0.4669155313482951,39003,11.3,5.2,0.0,31.7,30.4,0.0,46.2,43.1,47.7,3.0,1.0,102351.0,18509.0,60350.0,OH,1.0,0.69,0.31,6.497999999999999,1.494,5.0040000000000004,0.18083848716671064
allendale_sc,0.3,0.1,0.201,0.0,0.1061428261341436,0.9054073800738008,0.7363947579769916,0.5367137725200781,0.8899161818971131,0.8954113305838942,45005,10.4,4.7,0.0,53.9,44.7,0.0,68.4,57.6,35.4,4.0,0.0,8688.0,1818.0,5215.0,SC,0.0,0.244,0.756,1.7999999999999998,0.6000000000000001,1.206,0.20925414364640885
alpena_mi,0.311,0.061,0.249,0.0,0.0621417587026422,0.5481546064588284,0.7144584475045436,0.1178734272333286,0.5245533028100098,0.4901188347546484,26007,21.5,9.6,0.0,47.4,45.2,0.0,56.2,55.3,54.8,2.0,0.0,28405.0,6781.0,16310.0,MI,1.0,0.63,0.37,2.488,0.488,1.992,0.23872557648301354
alpine_ca,0.122,0.032,0.089,0.0,0.1029668411867364,0.7318,0.7763,0.4677,0.9054,0.8197,06003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1129.0,298.0,631.0,CA,0.0,0.358,0.642,0.366,0.096,0.267,0.26395039858281666
amador_ca,0.223,0.056,0.167,0.0,0.0383039467075524,0.4922057707050147,0.5609379787993338,0.3740908667953158,0.5976382008511989,0.5205757672684977,06005,21.1,6.4,0.0,60.9,42.0,0.0,66.7,52.6,44.4,3.0,0.0,39752.0,10945.0,22797.0,CA,1.0,0.609,0.391,2.676,0.672,2.004,0.2753320587643389
amelia_va,0.163,0.054,0.108,0.0,0.1109382293449509,0.4903788003734246,0.5922494398630777,0.4009575774078108,0.6651115606037031,0.5667965147035943,51007,1.0,0.5,0.0,1.8,1.5,0.0,39.4,34.0,1.2,2.0,1.0,13145.0,2637.0,7768.0,VA,1.0,0.683,0.317,0.8150000000000001,0.27,0.54,0.200608596424496
amherst_va,0.128,0.053,0.075,0.0,0.1028166363465278,0.614160905840286,0.5191855780691299,0.3380610344394956,0.5025407220375133,0.5355650743366163,51009,8.7,4.4,0.0,32.2,27.9,0.0,52.1,46.3,38.1,2.0,1.0,31605.0,6827.0,18664.0,VA,1.0,0.649,0.351,1.1520000000000001,0.477,0.6749999999999999,0.21601012498022465
amite_ms,0.292,0.135,0.156,0.0,0.1495829323067051,0.8153396615335258,0.802146511068335,0.3512851459736926,0.5700488290022457,0.730387215271094,28005,10.4,4.9,0.0,35.9,28.9,0.0,45.2,39.5,37.4,4.0,0.0,12297.0,2967.0,6836.0,MS,1.0,0.625,0.375,2.6279999999999997,1.215,1.404,0.2412783605757502
anchorage municipality_ak,0.161,0.049,0.112,0.0,0.1174893283622413,0.3257324964878154,0.3814707137839736,0.5667253714810613,0.609012481425947,0.4584469700653806,02020,23.0,15.0,0.0,58.4,49.8,0.0,74.6,66.2,40.8,2.0,1.0,288000.0,33757.0,185045.0,AK,1.0,0.528,0.428,2.737,0.8330000000000001,1.9040000000000001,0.11721180555555556
anderson_ks,0.292,0.079,0.213,0.0,0.0934793683138054,0.4717636907794192,0.7947728731533368,0.043606635252165,0.5835515919510953,0.4598006240448293,20003,14.4,4.8,0.0,39.5,34.6,0.0,48.1,42.6,47.2,1.0,0.0,7858.0,1687.0,4151.0,KS,1.0,0.773,0.227,2.92,0.79,2.13,0.21468567065411046
anderson_ky,0.262,0.07,0.192,0.0,0.0401998739533627,0.5968848113802107,0.7051137886017826,0.1301403934455748,0.3606911047087422,0.4448935446115062,21005,12.3,5.1,0.0,56.0,49.4,0.0,63.3,54.6,42.4,2.0,0.0,22747.0,3710.0,13692.0,KY,1.0,0.729,0.271,1.048,0.28,0.768,0.16309843056227194
anderson_sc,0.296,0.087,0.209,0.0,0.1048036939717849,0.5742675251919691,0.6739222087298146,0.3160059358657108,0.4815049822699558,0.5266181203602133,45007,12.4,6.8,0.0,37.1,31.9,0.0,45.5,40.1,40.5,3.0,1.0,202558.0,37126.0,119532.0,SC,1.0,0.703,0.297,5.624,1.6529999999999998,3.9709999999999996,0.18328577493853612
anderson_tn,0.207,0.063,0.143,0.0555555555555555,0.0909138898053447,0.56553092708677,0.7503301181128341,0.2005329462223688,0.5398049237875289,0.5275614635433851,47001,14.2,5.9,0.0,51.3,44.8,0.0,62.1,55.4,46.5,3.0,1.0,76978.0,15599.0,45088.0,TN,1.0,0.652,0.348,2.07,0.63,1.43,0.2026423133882408
anderson_tx,0.352,0.065,0.287,0.0,0.10778908801825,0.6025525620863074,0.5572334514283739,0.5660999533380571,0.6269160378825848,0.6184618097920951,48001,0.0,0.0,0.0,0.0,0.0,0.0,44.3,39.0,30.8,4.0,0.0,57735.0,8658.0,38097.0,TX,1.0,0.786,0.214,3.5199999999999996,0.65,2.8699999999999997,0.1499610288386594
andrew_mo,0.278,0.06,0.218,0.0,0.0699879331149801,0.346538499109349,0.6107276963741884,0.0421864161351491,0.4282815146813767,0.3004429006493133,29003,13.7,9.5,0.0,33.5,29.7,0.0,43.0,37.7,49.2,1.0,1.0,17712.0,3434.0,10219.0,MO,1.0,0.744,0.256,4.17,0.8999999999999999,3.27,0.19387985546522132
andrews_tx,0.17,0.093,0.077,0.0,0.1812212369513974,0.5662612189920305,0.307379419687956,0.817321018071613,0.6319446627006398,0.6213144965764956,48003,0.0,0.0,0.0,0.0,0.0,0.0,49.8,43.7,32.3,2.0,0.0,18705.0,1833.0,11069.0,TX,1.0,0.843,0.157,0.17,0.093,0.077,0.09799518845228548
androscoggin_me,0.191,0.042,0.149,0.0,0.0822754178921112,0.4429412205427944,0.6582481506645322,0.2334113808123301,0.5839959318342579,0.4863018446818808,23001,12.3,6.0,0.0,62.2,56.8,0.0,77.2,69.3,49.4,3.0,1.0,108277.0,19666.0,65298.0,ME,1.0,0.4985,0.4704,2.865,0.63,2.235,0.18162675360418187
angelina_tx,0.313,0.074,0.239,0.0,0.1875420913853915,0.7170267113358522,0.8521567842752291,0.5960466903329642,0.6706658406291734,0.7771341319757553,48005,0.0,0.0,0.0,0.0,0.0,0.0,52.7,46.5,37.6,4.0,0.0,86715.0,14422.0,50236.0,TX,1.0,0.725,0.275,1.8780000000000001,0.44399999999999995,1.434,0.16631493974514214
anne arundel_md,0.086,0.025,0.06,0.0192307692307692,0.0458498333380815,0.2550471202743511,0.3398253577177288,0.4282538485370787,0.311011405836016,0.2628530955314663,24003,15.0,8.0,0.0,70.3,64.1,0.0,85.7,76.1,47.9,1.0,1.0,579234.0,87001.0,363316.0,MD,0.0,0.442,0.558,3.6119999999999997,1.05,2.52,0.15020009184543726
anoka_mn,0.181,0.033,0.148,0.0,0.0412139388828285,0.2417320794632603,0.3763875889025447,0.3774942883622935,0.3648251963699267,0.2827004104412099,27003,11.5,5.6,0.0,51.7,47.2,0.0,62.4,58.6,57.7,1.0,1.0,356921.0,51781.0,220381.0,MN,1.0,0.497,0.503,3.439,0.627,2.812,0.1450769217838121
anson_nc,0.2,0.054,0.147,0.0,0.1135303880502647,0.8161486406385837,0.617305263573856,0.5009030901762428,0.715293748518138,0.7703285110250533,37007,16.3,7.7,0.0,34.1,23.7,0.0,56.6,45.7,32.5,4.0,0.0,24446.0,4730.0,14878.0,NC,0.0,0.483,0.517,1.6,0.432,1.176,0.19348768714718154
antelope_ne,0.309,0.067,0.242,0.0,0.0649717514124293,0.3772841964846202,0.6972654425612053,0.1891877746390458,0.2946592906465788,0.328633882611425,31003,6.1,3.7,0.0,0.0,31.4,0.0,0.0,36.9,59.8,1.0,0.0,6298.0,1515.0,3297.0,NE,1.0,0.863,0.137,3.399,0.7370000000000001,2.662,0.24055255636710066
antrim_mi,0.19,0.037,0.153,0.0,0.0706303663114294,0.4622538508003624,0.555013867195927,0.1608235621521335,0.4792866289856323,0.4051939638434655,26009,17.9,9.8,0.0,51.1,50.8,0.0,61.1,57.7,57.3,1.0,0.0,23324.0,6536.0,12670.0,MI,1.0,0.611,0.389,3.04,0.592,2.448,0.28022637626479163
apache_az,0.117,0.05,0.067,0.0,0.2321663264450099,0.8657893515282011,0.7250858239422835,0.8023570509773217,0.8352890844775034,0.8941171499678421,04001,40.5,22.6,0.0,78.6,67.8,0.0,95.0,95.0,45.8,4.0,0.0,71887.0,11334.0,41128.0,AZ,0.0,0.338,0.662,4.212000000000001,1.8,2.412,0.15766411173091102
